순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
524,001200,유진투자증권,"3,075","210","7.3","1,591,060","4,773,921,025","2,870","3,080","2,870","297,864,235,350","0.02","96,866,418",,,
525,060570,드림어스컴퍼니,"5,220","110","2.2","140,489","727,060,240","5,070","5,300","5,050","296,808,401,340","0.02","56,859,847",,,
526,012610,경인양행,"7,250","150","2.1","425,469","3,064,723,650","7,120","7,270","7,120","296,571,146,250","0.02","40,906,365",,,
527,093320,케이아이엔엑스,"60,700","1,000","1.7","40,213","2,443,316,100","59,700","61,600","59,600","296,216,000,000","0.02","4,880,000",,,
528,308170,센트랄모텍,"34,250","800","2.4","231,227","7,954,499,950","34,500","35,000","33,900","294,892,500,000","0.02","8,610,000",,,
529,006405,삼성SDI우,"182,000","1,500","0.8","23,075","4,191,194,000","180,500","183,500","180,000","294,457,072,000","0.02","1,617,896",,,
530,293780,압타바이오,"26,600","1,650","6.6","236,775","6,178,410,600","25,300","26,750","25,000","293,031,797,800","0.02","11,016,233",,,
531,194700,노바렉스,"32,500","350","1.1","231,692","7,601,367,250","33,000","33,550","32,200","292,621,550,000","0.02","9,003,740",,,
532,234080,JW생명과학,"18,450","850","4.8","181,558","3,291,575,850","17,800","18,500","17,500","292,147,521,300","0.02","15,834,554",,,
533,002240,고려제강,"14,600","200","1.4","37,818","551,156,900","14,400","14,700","14,350","292,000,000,000","0.02","20,000,000",,,
534,006840,AK홀딩스,"22,000","300","1.4","37,751","819,342,850","21,700","22,000","21,300","291,446,342,000","0.02","13,247,561",,,
535,109820,진매트릭스,"15,350","500","3.4","433,562","6,495,805,250","14,650","15,400","14,650","290,199,517,100","0.02","18,905,506",,,
536,220630,해마로푸드서비스,"2,990","115","4.0","2,898,851","8,690,635,070","2,840","3,055","2,840","289,437,059,080","0.02","96,801,692",,,
537,010170,대한광통신,"3,925","130","3.4","11,445,813","45,595,651,925","3,820","4,095","3,820","289,435,878,125","0.02","73,741,625",,,
538,084690,대상홀딩스,"7,980","310","4.0","472,810","3,745,803,000","7,760","8,090","7,700","288,976,053,240","0.02","36,212,538",,,
539,041140,넥슨지티,"8,160","90","1.1","561,421","4,566,182,720","8,080","8,310","8,020","288,646,307,520","0.02","35,373,322",,,
540,023900,풍국주정,"22,900","650","2.9","619,177","14,202,882,650","22,800","23,400","22,450","288,540,000,000","0.02","12,600,000",,,
541,179900,유티아이,"17,900","1,550","9.5","397,176","6,907,545,050","16,700","17,900","16,350","288,492,420,500","0.02","16,116,895",,,
542,002310,아세아제지,"31,800","700","2.2","86,879","2,750,878,500","31,800","32,250","31,250","284,816,763,600","0.02","8,956,502",,,
543,270870,뉴트리,"31,350","2,100","7.2","553,151","17,192,620,900","30,250","31,700","30,200","284,429,897,400","0.02","9,072,724",,,
544,220250,카이노스메드,"20,200","0","0.0","0","0","0","0","0","284,138,007,600","0.02","14,066,238",,,
545,078020,이베스트투자증권,"5,120","0","0.0","171,756","878,912,420","5,120","5,150","5,090","284,063,692,800","0.02","55,481,190",,,
546,003300,한일홀딩스,"47,300","350","0.8","3,374","158,367,150","46,350","47,300","46,350","283,533,038,800","0.02","5,994,356",,,
547,095720,웅진씽크빅,"2,415","10","0.4","495,903","1,199,807,310","2,440","2,455","2,400","283,524,844,680","0.02","117,401,592",,,
548,058650,세아홀딩스,"70,800","500","0.7","424","30,276,400","70,500","71,900","70,500","283,200,000,000","0.02","4,000,000",,,
549,059090,미코,"9,020","220","2.5","879,486","7,959,920,020","8,900","9,190","8,900","282,475,759,060","0.02","31,316,603",,,
550,195870,해성디에스,"16,550","700","4.4","128,003","2,088,993,800","16,000","16,650","15,850","281,350,000,000","0.02","17,000,000",,,
551,050890,쏠리드,"5,390","80","1.5","900,060","4,836,804,880","5,380","5,450","5,320","281,278,093,250","0.02","52,185,175",,,
552,089600,나스미디어,"32,100","1,400","4.6","75,221","2,406,988,800","31,200","32,800","31,000","281,025,581,100","0.02","8,754,691",,,
553,033500,동성화인텍,"10,400","410","4.1","1,470,379","15,368,116,300","10,300","10,850","10,150","280,629,533,600","0.02","26,983,609",,,
554,004700,조광피혁,"42,200","-150","-0.4","682","28,653,350","42,100","42,500","41,850","280,593,623,600","0.02","6,649,138",,,
555,036580,팜스코,"7,610","-40","-0.5","352,917","2,670,169,000","7,890","7,890","7,380","279,499,646,230","0.02","36,727,943",,,
556,216080,제테마,"32,700","350","1.1","108,026","3,546,201,750","32,400","33,350","31,700","278,991,723,900","0.02","8,531,857",,,
557,040910,아이씨디,"15,700","500","3.3","303,358","4,730,547,450","15,400","15,850","15,300","278,874,311,500","0.02","17,762,695",,,
558,079980,휴비스,"8,080","1,180","17.1","2,098,409","15,954,754,270","6,850","8,100","6,840","278,760,000,000","0.02","34,500,000",,,
559,314130,지놈앤컴퍼니,"33,000","250","0.8","2,708","89,249,200","32,750","33,000","32,700","277,826,901,000","0.02","8,418,997",,,
560,119610,인터로조,"23,750","0","0.0","52,230","1,242,676,650","23,500","24,250","23,500","277,327,277,500","0.02","11,676,938",,,
561,039440,에스티아이,"17,500","900","5.4","454,947","7,879,826,750","16,900","17,600","16,750","277,025,000,000","0.02","15,830,000",,,
562,166480,코아스템,"17,600","1,200","7.3","282,020","4,868,471,250","16,700","17,650","16,600","276,626,944,000","0.02","15,717,440",,,
563,344820,케이씨씨글라스,"33,050","2,350","7.6","370,120","12,148,363,900","32,050","33,800","31,500","275,974,440,500","0.02","8,350,210",,,
564,317330,덕산테코피아,"15,000","1,000","7.1","385,885","5,705,475,950","14,200","15,000","14,100","275,661,420,000","0.02","18,377,428",,,
565,226950,올릭스,"41,750","4,050","10.7","415,060","16,935,673,700","38,150","42,700","37,900","274,001,951,750","0.02","6,562,921",,,
566,111710,남화산업,"13,300","100","0.8","341,300","4,570,437,400","13,350","13,650","13,050","273,820,400,000","0.02","20,588,000",,,
567,064550,바이오니아,"12,000","200","1.7","394,686","4,724,575,550","11,900","12,200","11,800","272,846,292,000","0.02","22,737,191",,,
568,089980,상아프론테크,"17,650","50","0.3","356,545","6,278,164,800","17,850","18,000","17,350","272,706,355,250","0.02","15,450,785",,,
569,036930,주성엔지니어링,"5,640","240","4.4","621,727","3,482,102,350","5,490","5,660","5,460","272,125,555,680","0.02","48,249,212",,,
570,047310,파워로직스,"7,900","210","2.7","729,796","5,729,010,910","7,700","7,920","7,700","271,925,757,800","0.02","34,420,982",,,
571,078590,두올산업,"3,605","-60","-1.6","1,295,069","4,689,694,730","3,630","3,735","3,550","271,385,600,465","0.02","75,280,333",,,
572,087010,펩트론,"17,700","1,300","7.9","746,426","12,992,346,050","16,800","17,850","16,750","271,279,050,000","0.02","15,326,500",,,
573,243840,신흥에스이씨,"40,350","800","2.0","122,092","4,900,273,150","39,750","40,700","39,600","271,241,778,750","0.02","6,722,225",,,
574,002100,경농,"12,500","50","0.4","173,973","2,182,219,650","12,500","12,750","12,450","271,146,875,000","0.02","21,691,750",,,
575,00104K,CJ4우(전환),"64,000","600","1.0","6,287","398,920,900","63,400","64,000","62,700","270,496,768,000","0.02","4,226,512",,,
576,002810,삼영무역,"14,600","400","2.8","18,007","259,828,050","14,200","14,600","14,100","269,617,440,800","0.02","18,466,948",,,
577,000370,한화손해보험,"2,300","-5","-0.2","542,264","1,255,615,690","2,350","2,370","2,285","268,499,504,500","0.02","116,738,915",,,
578,236200,슈프리마,"37,100","700","1.9","112,909","4,181,805,550","36,500","37,350","36,400","266,870,428,300","0.02","7,193,273",,,
579,004690,삼천리,"65,700","600","0.9","23,640","1,553,524,800","65,700","66,500","65,100","266,415,142,500","0.02","4,055,025",,,
580,029530,신도리코,"26,350","1,000","3.9","29,247","760,291,750","25,450","26,500","25,400","265,608,764,150","0.02","10,080,029",,,
581,002990,금호산업,"7,240","330","4.8","203,971","1,467,938,710","7,060","7,280","7,000","265,229,609,760","0.02","36,633,924",,,
582,152330,코리아오토글라스,"13,250","100","0.8","43,717","575,440,900","13,150","13,300","13,100","265,000,000,000","0.02","20,000,000",,,
583,064260,다날,"3,965","80","2.1","1,970,646","7,840,533,850","3,890","4,020","3,890","264,782,093,355","0.02","66,779,847",,,
584,001500,현대차증권,"8,970","90","1.0","85,987","770,524,000","8,900","9,050","8,860","263,153,885,670","0.02","29,337,111",,,
585,101060,SBS미디어홀딩스,"1,880","5","0.3","53,748","100,315,640","1,880","1,885","1,855","263,004,837,200","0.02","139,896,190",,,
586,049950,미래컴퍼니,"31,000","350","1.1","79,299","2,473,438,000","31,000","32,200","30,500","259,231,486,000","0.02","8,362,306",,,
587,011280,태림포장,"3,660","30","0.8","230,312","841,247,850","3,635","3,685","3,635","259,149,740,400","0.02","70,805,940",,,
588,029460,케이씨,"19,100","750","4.1","137,884","2,607,065,850","18,350","19,300","18,300","258,882,240,400","0.02","13,554,044",,,
589,007340,디티알오토모티브,"25,850","1,300","5.3","19,862","503,822,800","24,950","25,950","24,750","258,345,029,250","0.02","9,994,005",,,
590,137400,피엔티,"12,500","400","3.3","1,846,708","23,196,418,850","12,200","12,900","12,150","257,922,237,500","0.02","20,633,779",,,
591,016580,환인제약,"13,850","350","2.6","89,059","1,232,513,250","13,800","14,100","13,700","257,610,969,500","0.02","18,600,070",,,
592,100130,동국S&C,"4,500","60","1.4","7,050,303","32,583,186,095","4,395","4,870","4,395","257,143,500,000","0.02","57,143,000",,,
593,092130,이크레더블,"21,350","0","0.0","18,145","387,320,850","21,550","21,550","21,150","257,130,860,000","0.02","12,043,600",,,
594,239610,에이치엘사이언스,"49,950","1,000","2.0","50,392","2,503,101,900","48,350","50,400","48,350","256,850,292,600","0.02","5,142,148",,,
595,045970,코아시아,"9,780","80","0.8","589,515","5,802,530,610","9,900","10,200","9,660","256,772,569,920","0.02","26,254,864",,,
596,009680,모토닉,"7,690","150","2.0","6,246","47,795,850","7,610","7,700","7,600","253,770,000,000","0.02","33,000,000",,,
597,030610,교보증권,"7,000","180","2.6","137,415","958,490,640","6,900","7,030","6,890","252,000,000,000","0.02","36,000,000",,,
598,017940,E1,"36,700","1,050","3.0","16,193","594,057,250","36,150","37,100","36,150","251,762,000,000","0.02","6,860,000",,,
599,110790,크리스에프앤씨,"21,400","-100","-0.5","48,097","1,035,945,550","21,500","22,150","20,850","250,711,272,000","0.02","11,715,480",,,
600,216050,인크로스,"31,100","2,400","8.4","446,305","13,587,657,100","28,600","31,200","28,600","250,565,764,700","0.02","8,056,777",,,
601,012690,모나리자,"6,840","-30","-0.4","755,545","5,181,239,180","6,900","6,960","6,800","250,147,384,200","0.02","36,571,255",,,
602,272550,삼양패키징,"17,600","100","0.6","24,774","433,599,850","17,550","17,700","17,400","250,092,550,400","0.02","14,209,804",,,
603,078520,에이블씨엔씨,"9,250","50","0.5","66,980","616,472,020","9,200","9,290","9,120","250,059,495,750","0.02","27,033,459",,,
604,155650,와이엠씨,"12,500","600","5.0","327,837","4,004,855,100","12,150","12,550","11,800","249,679,475,000","0.02","19,974,358",,,
605,041190,우리기술투자,"2,960","20","0.7","2,061,787","6,102,202,750","2,955","3,005","2,935","248,640,000,000","0.01","84,000,000",,,
606,089970,에이피티씨,"10,700","930","9.5","596,841","6,367,212,450","10,000","11,100","9,780","248,610,166,500","0.01","23,234,595",,,
607,004380,삼익THK,"11,800","300","2.6","20,861","246,100,600","11,550","12,000","11,550","247,800,000,000","0.01","21,000,000",,,
608,036530,S&T홀딩스,"15,150","350","2.4","12,322","184,702,750","14,800","15,150","14,700","247,003,872,900","0.01","16,303,886",,,
609,131390,피앤이솔루션,"16,800","650","4.0","657,372","11,005,760,100","16,450","17,000","16,350","246,805,574,400","0.01","14,690,808",,,
610,035810,이지바이오,"4,260","0","0.0","0","0","0","0","0","246,770,515,260","0.01","57,927,351",,,
611,039560,다산네트웍스,"7,670","180","2.4","1,120,988","8,638,811,750","7,660","7,810","7,570","246,040,468,960","0.01","32,078,288",,,
612,199800,툴젠,"37,500","1,050","2.9","1,927","72,196,050","37,900","38,900","36,350","245,971,837,500","0.01","6,559,249",,,
613,232140,와이아이케이,"3,865","255","7.1","560,926","2,120,966,200","3,615","3,895","3,605","245,490,959,435","0.01","63,516,419",,,
614,00279K,아모레G3우(전환),"34,600","100","0.3","5,897","203,402,600","34,600","34,600","34,000","245,390,120,000","0.01","7,092,200",,,
615,00088K,한화3우B,"10,900","-100","-0.9","345,947","3,765,258,750","11,050","11,100","10,800","244,944,800,000","0.01","22,472,000",,,
616,051370,인터플렉스,"10,500","350","3.4","126,890","1,331,188,600","10,200","10,600","10,200","244,938,456,000","0.01","23,327,472",,,
617,123420,선데이토즈,"25,550","250","1.0","334,141","8,575,514,300","25,300","26,250","25,200","244,509,463,100","0.01","9,569,842",,,
618,035890,서희건설,"1,180","-5","-0.4","1,108,658","1,313,362,210","1,205","1,205","1,175","244,355,801,840","0.01","207,081,188",,,
619,037070,파세코,"17,400","0","0.0","618,449","10,762,971,950","17,400","17,650","17,150","243,600,000,000","0.01","14,000,000",,,
620,041830,인바디,"17,800","100","0.6","201,431","3,594,183,900","17,900","18,300","17,650","243,571,319,600","0.01","13,683,782",,,
621,003620,쌍용차,"1,625","5","0.3","1,952,043","3,201,278,215","1,670","1,705","1,605","243,490,003,250","0.01","149,840,002",,,
622,063570,한국전자금융,"7,130","250","3.6","503,328","3,557,104,920","6,900","7,190","6,860","243,473,300,640","0.01","34,147,728",,,
623,015750,성우하이텍,"3,040","170","5.9","552,609","1,654,052,960","2,905","3,045","2,890","243,200,000,000","0.01","80,000,000",,,
624,208340,파멥신,"35,100","1,900","5.7","222,416","7,666,759,250","33,400","35,700","33,300","242,569,395,900","0.01","6,910,809",,,
625,001360,삼성제약,"3,940","40","1.0","870,442","3,431,726,495","3,960","3,990","3,915","242,505,869,220","0.01","61,549,713",,,
626,004710,한솔테크닉스,"7,550","270","3.7","274,622","2,058,848,840","7,310","7,600","7,310","242,429,578,900","0.01","32,109,878",,,
627,054780,키이스트,"14,200","300","2.2","662,830","9,486,800,600","13,900","15,000","13,700","242,413,397,200","0.01","17,071,366",,,
628,025000,KPX케미칼,"49,900","-100","-0.2","4,228","210,277,550","50,200","50,200","49,300","241,516,000,000","0.01","4,840,000",,,
629,003070,코오롱글로벌,"9,580","-60","-0.6","133,270","1,278,315,710","9,800","9,890","9,460","241,515,996,040","0.01","25,210,438",,,
630,136490,선진,"10,150","190","1.9","88,045","883,200,140","9,960","10,200","9,840","241,362,980,600","0.01","23,779,604",,,
631,300120,라온피플,"23,350","1,900","8.9","849,166","19,373,314,900","21,350","23,500","21,350","241,169,447,600","0.01","10,328,456",,,
632,900140,엘브이엠씨홀딩스,"4,700","-50","-1.0","449,130","2,113,093,295","4,760","4,810","4,620","240,266,063,300","0.01","51,120,439",,,
633,006490,인스코비,"2,435","50","2.1","720,520","1,755,368,590","2,410","2,475","2,410","240,164,634,400","0.01","98,630,240",,,
634,095340,ISC,"16,950","350","2.1","619,974","10,541,781,350","16,750","17,350","16,600","239,715,510,600","0.01","14,142,508",,,
635,031440,신세계푸드,"61,900","1,700","2.8","18,979","1,173,412,800","61,200","62,500","61,000","239,706,512,000","0.01","3,872,480",,,
636,011930,신성이엔지,"1,375","150","12.2","64,092,488","88,683,836,095","1,235","1,495","1,215","238,879,004,375","0.01","173,730,185",,,
637,282880,코윈테크,"25,750","500","2.0","164,286","4,193,181,250","25,250","25,900","25,200","238,225,919,000","0.01","9,251,492",,,
638,060280,큐렉소,"7,140","30","0.4","327,818","2,363,583,620","7,110","7,550","6,990","238,170,786,420","0.01","33,357,253",,,
639,040350,큐로컴,"2,090","10","0.5","506,853","1,056,711,930","2,080","2,110","2,050","237,754,305,690","0.01","113,758,041",,,
640,016590,신대양제지,"58,900","1,000","1.7","26,943","1,587,186,900","58,500","59,200","58,400","237,354,159,800","0.01","4,029,782",,,
641,080160,모두투어,"12,550","300","2.4","190,638","2,379,351,650","12,300","12,600","12,250","237,195,000,000","0.01","18,900,000",,,
642,183190,아세아시멘트,"60,800","1,300","2.2","11,619","705,852,100","61,500","61,500","60,200","236,865,187,200","0.01","3,895,809",,,
643,101530,해태제과식품,"8,010","140","1.8","33,797","268,919,950","7,870","8,050","7,800","233,225,744,220","0.01","29,116,822",,,
