순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1125,005320,국동,"3,250","15","0.5","2,675,567","8,950,358,310","3,395","3,445","3,250","114,731,448,000","0.01","35,301,984",,,
1126,149950,아바텍,"7,350","50","0.7","42,414","309,274,140","7,360","7,360","7,260","114,715,125,000","0.01","15,607,500",,,
1127,138610,나이벡,"11,550","400","3.6","280,257","3,203,872,250","11,300","11,700","11,100","114,379,407,450","0.01","9,902,979",,,
1128,124500,아이티센,"5,740","110","2.0","536,370","3,052,426,000","5,640","5,790","5,570","114,268,091,420","0.01","19,907,333",,,
1129,016600,큐캐피탈,"680","8","1.2","770,960","523,862,861","672","685","672","114,173,307,640","0.01","167,901,923",,,
1130,017900,광전자,"1,970","15","0.8","39,341","77,259,590","1,975","1,980","1,950","114,149,213,110","0.01","57,943,763",,,
1131,060240,룽투코리아,"4,475","-5","-0.1","117,218","524,943,990","4,490","4,545","4,330","113,796,045,900","0.01","25,429,284",,,
1132,002800,신신제약,"7,500","120","1.6","124,242","927,721,410","7,440","7,520","7,380","113,778,750,000","0.01","15,170,500",,,
1133,066980,브레인콘텐츠,"717","10","1.4","906,241","646,926,362","704","721","695","113,585,907,477","0.01","158,418,281",,,
1134,227950,마이크로텍,"2,840","165","6.2","1,385,695","3,856,959,035","2,700","2,915","2,675","113,305,580,040","0.01","39,896,331",,,
1135,000155,두산우,"28,350","100","0.4","19,824","561,894,850","28,300","28,600","28,150","113,299,697,700","0.01","3,996,462",,,
1136,122640,예스티,"7,830","160","2.1","46,130","359,605,560","7,680","7,870","7,670","112,917,596,670","0.01","14,421,149",,,
1137,256940,케이피에스,"22,250","250","1.1","129,404","2,879,698,000","22,400","23,200","21,500","112,834,111,000","0.01","5,071,196",,,
1138,205470,휴마시스,"3,450","-55","-1.6","2,266,435","7,869,922,235","3,505","3,570","3,370","112,803,080,250","0.01","32,696,545",,,
1139,036670,KCI,"10,000","50","0.5","112,263","1,122,310,950","9,960","10,100","9,900","112,700,000,000","0.01","11,270,000",,,
1140,141000,비아트론,"9,300","440","5.0","123,020","1,095,776,910","8,870","9,300","8,680","112,666,803,000","0.01","12,114,710",,,
1141,242040,나무기술,"3,860","140","3.8","623,443","2,393,150,510","3,715","3,880","3,715","112,471,985,200","0.01","29,137,820",,,
1142,068940,아이씨케이,"3,600","370","11.5","2,651,956","9,242,311,420","3,215","3,645","3,185","112,246,999,200","0.01","31,179,722",,,
1143,012800,대창,"1,230","40","3.4","1,834,379","2,238,314,885","1,190","1,235","1,190","112,102,813,770","0.01","91,140,499",,,
1144,215100,로보로보,"6,290","520","9.0","40,239,913","258,546,877,860","5,770","6,830","5,720","111,952,275,660","0.01","17,798,454",,,
1145,211270,AP위성,"7,450","180","2.5","119,340","911,001,450","7,800","7,920","7,350","111,860,289,800","0.01","15,014,804",,,
1146,200470,에이팩트,"6,370","410","6.9","560,034","3,526,663,870","6,090","6,510","6,090","111,816,941,600","0.01","17,553,680",,,
1147,004560,현대비앤지스틸,"7,400","50","0.7","48,262","357,883,120","7,300","7,540","7,300","111,583,201,400","0.01","15,078,811",,,
1148,038680,에스넷,"6,940","140","2.1","170,703","1,182,990,910","6,830","7,030","6,820","111,561,992,100","0.01","16,075,215",,,
1149,034590,인천도시가스,"25,500","250","1.0","1,367","34,578,400","24,950","25,500","24,950","111,556,227,000","0.01","4,374,754",,,
1150,049480,오픈베이스,"3,550","150","4.4","2,350,409","8,307,052,905","3,425","3,600","3,425","111,549,459,650","0.01","31,422,383",,,
1151,130660,한전산업,"3,415","25","0.7","53,545","182,548,045","3,415","3,420","3,395","111,329,000,000","0.01","32,600,000",,,
1152,190510,나무가,"16,200","350","2.2","141,576","2,283,959,200","16,100","16,400","15,950","111,311,658,000","0.01","6,871,090",,,
1153,015710,코콤,"6,340","140","2.3","315,022","1,984,454,910","6,260","6,420","6,120","111,143,370,000","0.01","17,530,500",,,
1154,034810,해성산업,"11,350","250","2.2","27,536","308,610,300","11,000","11,350","11,000","111,003,000,000","0.01","9,780,000",,,
1155,33637K,두산솔루스1우,"15,050","350","2.4","87,581","1,318,908,750","14,750","15,350","14,700","110,864,320,000","0.01","7,366,400",,,
1156,014530,극동유화,"3,175","25","0.8","175,910","559,498,645","3,160","3,220","3,150","110,710,408,500","0.01","34,869,420",,,
1157,006980,우성사료,"3,580","-95","-2.6","4,857,601","17,710,493,345","3,770","3,795","3,505","110,622,000,000","0.01","30,900,000",,,
1158,285490,노바텍,"22,050","-1,550","-6.6","381,867","8,446,606,900","22,200","22,650","21,650","110,610,252,900","0.01","5,016,338",,,
1159,037270,YG PLUS,"1,900","180","10.5","1,860,790","3,405,706,290","1,780","1,900","1,745","110,524,337,600","0.01","58,170,704",,,
1160,187870,디바이스이엔지,"15,650","750","5.0","106,076","1,631,979,400","14,900","15,650","14,900","110,122,930,850","0.01","7,036,609",,,
1161,134380,미원화학,"50,000","300","0.6","765","38,031,950","49,350","50,000","49,350","109,963,400,000","0.01","2,199,268",,,
1162,014580,태경비케이,"3,975","60","1.5","473,240","1,862,826,540","3,930","4,070","3,680","109,642,822,500","0.01","27,583,100",,,
1163,182360,큐브엔터,"4,115","60","1.5","1,315,699","5,332,138,570","4,035","4,145","3,950","109,351,051,205","0.01","26,573,767",,,
1164,111870,삼본전자,"1,685","0","0.0","1,082,143","1,828,596,060","1,705","1,705","1,675","109,334,032,210","0.01","64,886,666",,,
1165,259630,엠플러스,"21,100","700","3.4","45,841","957,901,300","20,750","21,150","20,500","109,291,944,300","0.01","5,179,713",,,
1166,013570,디와이,"4,150","85","2.1","129,083","532,912,550","4,065","4,200","4,060","109,226,476,950","0.01","26,319,633",,,
1167,000890,보해양조,"856","15","1.8","1,144,126","971,493,414","841","856","837","109,096,663,288","0.01","127,449,373",,,
1168,108380,대양전기공업,"11,400","250","2.2","12,616","143,498,350","11,250","11,500","11,200","109,067,596,200","0.01","9,567,333",,,
1169,214330,금호에이치티,"4,230","-20","-0.5","127,421","544,690,845","4,250","4,380","4,190","108,898,731,630","0.01","25,744,381",,,
1170,900290,GRT,"1,615","60","3.9","228,410","365,859,655","1,560","1,625","1,555","108,810,625,000","0.01","67,375,000",,,
1171,035080,인터파크홀딩스,"1,860","15","0.8","223,209","411,121,300","1,870","1,870","1,810","108,810,000,000","0.01","58,500,000",,,
1172,002140,고려산업,"4,355","-180","-4.0","19,468,178","88,853,882,870","4,540","4,850","4,255","108,611,195,875","0.01","24,939,425",,,
1173,079960,동양이엔피,"13,800","550","4.2","164,210","2,250,874,150","13,250","14,000","13,200","108,468,000,000","0.01","7,860,000",,,
1174,008290,원풍물산,"2,665","55","2.1","202,065","540,437,015","2,595","2,720","2,595","108,448,654,535","0.01","40,693,679",,,
1175,073640,삼원테크,"1,950","-120","-5.8","307,731","605,550,155","2,090","2,090","1,885","108,022,161,000","0.01","55,395,980",,,
1176,089890,코세스,"6,400","210","3.4","79,072","499,945,770","6,230","6,420","6,200","107,852,556,800","0.01","16,851,962",,,
1177,195500,마니커에프앤지,"10,000","260","2.7","2,191,759","21,869,563,330","10,050","10,200","9,760","107,680,000,000","0.01","10,768,000",,,
1178,217480,에스디생명공학,"4,795","50","1.0","133,882","638,812,845","4,745","4,870","4,700","107,480,241,470","0.01","22,415,066",,,
1179,036560,영풍정밀,"6,800","70","1.0","45,289","309,916,500","6,740","6,930","6,740","107,100,000,000","0.01","15,750,000",,,
1180,020710,시공테크,"5,340","20","0.4","38,432","204,094,120","5,320","5,410","5,270","107,056,159,800","0.01","20,047,970",,,
1181,013520,화승알앤에이,"1,650","25","1.5","151,836","250,568,175","1,630","1,675","1,625","106,525,996,500","0.01","64,561,210",,,
1182,065150,MP그룹,"1,315","0","0.0","0","0","0","0","0","106,263,055,205","0.01","80,808,407",,,
1183,039830,오로라,"9,870","70","0.7","69,023","681,555,450","9,760","9,950","9,760","106,229,724,300","0.01","10,762,890",,,
1184,035610,솔본,"3,880","100","2.6","58,729","225,850,125","3,800","3,880","3,775","106,102,468,360","0.01","27,345,997",,,
1185,006220,제주은행,"3,300","15","0.5","26,770","87,832,180","3,285","3,300","3,240","106,024,954,200","0.01","32,128,774",,,
1186,204620,글로벌텍스프리,"2,845","5","0.2","77,323","219,416,725","2,840","2,875","2,785","105,988,250,210","0.01","37,254,218",,,
1187,011370,서한,"1,050","30","2.9","803,205","833,641,965","1,020","1,055","1,010","105,939,608,250","0.01","100,894,865",,,
1188,013990,아가방컴퍼니,"3,215","60","1.9","192,525","614,656,290","3,140","3,235","3,120","105,733,428,240","0.01","32,887,536",,,
1189,007980,태평양물산,"2,115","25","1.2","524,265","1,096,164,455","2,090","2,115","2,060","105,563,334,330","0.01","49,911,742",,,
1190,086960,한컴MDS,"11,950","250","2.1","44,689","530,815,900","11,850","12,050","11,700","105,501,865,600","0.01","8,828,608",,,
1191,104460,디와이피엔에프,"9,840","160","1.6","65,989","646,096,480","9,680","9,910","9,660","105,422,070,000","0.01","10,713,625",,,
1192,045660,에이텍,"12,700","100","0.8","287,081","3,646,148,550","12,500","12,900","12,400","104,902,000,000","0.01","8,260,000",,,
1193,007680,대원,"9,040","20","0.2","32,802","298,748,470","9,130","9,240","9,040","104,752,175,200","0.01","11,587,630",,,
1194,138360,에이씨티,"4,480","0","0.0","0","0","0","0","0","104,661,688,320","0.01","23,361,984",,,
1195,133750,메가엠디,"4,520","150","3.4","11,121,745","51,243,862,340","4,360","4,950","4,225","104,398,788,040","0.01","23,097,077",,,
1196,900250,크리스탈신소재,"1,540","0","0.0","900,886","1,390,205,915","1,550","1,560","1,530","104,387,132,080","0.01","67,783,852",,,
1197,079370,제우스,"10,050","340","3.5","38,198","380,625,270","9,820","10,100","9,720","104,359,200,000","0.01","10,384,000",,,
1198,267290,경동도시가스,"17,700","200","1.1","6,201","109,624,500","17,500","17,800","17,500","104,348,686,200","0.01","5,895,406",,,
1199,004870,티웨이홀딩스,"1,360","-10","-0.7","932,053","1,272,184,160","1,340","1,395","1,340","104,285,962,800","0.01","76,680,855",,,
1200,012160,영흥,"1,215","15","1.2","529,182","639,239,430","1,195","1,225","1,185","104,279,208,435","0.01","85,826,509",,,
1201,000180,성창기업지주,"1,495","15","1.0","130,909","196,508,965","1,490","1,515","1,490","104,278,642,000","0.01","69,751,600",,,
1202,016790,현대사료,"16,950","-400","-2.3","733,348","12,423,065,300","17,350","17,600","16,500","104,250,737,700","0.01","6,150,486",,,
1203,011330,유니켐,"1,540","20","1.3","336,765","513,854,380","1,515","1,540","1,515","104,215,314,280","0.01","67,672,282",,,
1204,103590,일진전기,"2,810","-10","-0.4","170,614","482,789,465","2,850","2,865","2,775","104,195,895,900","0.01","37,080,390",,,
1205,263770,유에스티,"4,395","0","0.0","293,964","1,289,815,130","4,330","4,530","4,300","104,162,255,940","0.01","23,700,172",,,
1206,023450,동남합성,"28,850","150","0.5","1,850","52,893,400","28,600","28,900","28,500","104,148,500,000","0.01","3,610,000",,,
1207,137940,넥스트아이,"1,350","55","4.2","384,000","514,495,700","1,285","1,365","1,285","104,106,833,550","0.01","77,116,173",,,
1208,019550,SBI인베스트먼트,"642","17","2.7","787,064","500,861,835","625","643","620","104,046,741,150","0.01","162,066,575",,,
1209,005710,대원산업,"5,180","-60","-1.2","94,503","492,053,460","5,320","5,320","5,120","103,794,768,000","0.01","20,037,600",,,
1210,002070,남영비비안,"1,510","100","7.1","52,580,261","80,375,410,765","1,440","1,615","1,430","103,705,969,500","0.01","68,679,450",,,
1211,065710,서호전기,"20,100","300","1.5","9,810","196,843,100","19,750","20,200","19,750","103,515,000,000","0.01","5,150,000",,,
1212,068330,일신바이오,"2,340","60","2.6","733,433","1,700,633,570","2,280","2,340","2,255","103,465,767,600","0.01","44,216,140",,,
1213,001840,이화공영,"5,210","80","1.6","124,363","652,204,260","5,190","5,280","5,180","103,188,009,600","0.01","19,805,760",,,
1214,017550,수산중공업,"1,910","105","5.8","13,864,886","26,946,821,010","1,890","2,075","1,850","103,111,661,330","0.01","53,985,163",,,
1215,256840,한국비엔씨,"2,120","90","4.4","1,058,892","2,196,452,660","2,005","2,135","2,000","103,088,419,560","0.01","48,626,613",,,
1216,000860,강남제비스코,"15,850","200","1.3","6,283","98,715,900","15,650","15,900","15,650","103,025,000,000","0.01","6,500,000",,,
1217,194370,제이에스코퍼레이션,"7,720","240","3.2","60,555","467,408,580","7,490","7,860","7,490","102,950,839,720","0.01","13,335,601",,,
1218,020120,키다리스튜디오,"6,070","170","2.9","105,781","638,366,230","5,830","6,110","5,830","102,942,744,620","0.01","16,959,266",,,
1219,087260,모바일어플라이언스,"3,430","95","2.8","736,633","2,506,822,975","3,335","3,440","3,335","102,900,000,000","0.01","30,000,000",,,
1220,094940,푸른기술,"15,650","100","0.6","116,131","1,820,808,450","15,650","15,850","15,550","102,886,261,300","0.01","6,574,202",,,
1221,056360,코위버,"10,500","100","1.0","268,478","2,815,907,300","10,400","10,650","10,400","102,866,400,000","0.01","9,796,800",,,
1222,057540,옴니시스템,"2,525","95","3.9","10,499,961","25,967,080,750","2,390","2,545","2,355","102,714,512,875","0.01","40,679,015",,,
1223,003480,한진중공업홀딩스,"3,475","-25","-0.7","42,835","150,079,205","3,490","3,535","3,470","102,616,096,700","0.01","29,529,812",,,
1224,004270,남성,"2,830","20","0.7","4,502,472","12,878,320,650","2,810","2,925","2,780","102,480,412,800","0.01","36,212,160",,,
1225,000230,일동홀딩스,"8,880","-70","-0.8","22,944","204,464,180","8,950","9,000","8,860","102,478,752,000","0.01","11,540,400",,,
1226,090740,아이엠이연이,"5,420","30","0.6","224,115","1,219,906,870","5,400","5,500","5,350","102,430,146,420","0.01","18,898,551",,,
1227,078140,대봉엘에스,"9,230","240","2.7","230,260","2,102,790,840","8,990","9,250","8,950","102,329,124,170","0.01","11,086,579",,,
1228,100220,비상교육,"7,870","100","1.3","136,431","1,058,337,080","7,800","7,880","7,650","102,284,351,670","0.01","12,996,741",,,
1229,010600,웰바이오텍,"2,370","65","2.8","196,086","460,577,775","2,330","2,375","2,320","101,933,951,220","0.01","43,010,106",,,
1230,066590,우수AMS,"4,115","70","1.7","772,400","3,205,766,855","4,080","4,225","4,055","101,617,056,845","0.01","24,694,303",,,
1231,107590,미원홀딩스,"43,750","-500","-1.1","1,782","78,513,900","44,250","44,600","43,750","101,500,000,000","0.01","2,320,000",,,
1232,002360,SH에너지화학,"913","1","0.1","3,573,918","3,267,535,098","918","925","901","101,465,095,490","0.01","111,133,730",,,
1233,052790,액토즈소프트,"8,950","60","0.7","18,703","166,488,100","8,820","9,020","8,810","101,409,210,100","0.01","11,330,638",,,
1234,096775,SK이노베이션우,"81,200","1,800","2.3","14,627","1,186,333,800","80,200","81,500","80,200","101,372,191,200","0.01","1,248,426",,,
1235,069920,아이에스이커머스,"3,925","-65","-1.6","4,982","19,509,205","3,930","3,960","3,890","101,368,470,850","0.01","25,826,362",,,
1236,950140,잉글우드랩,"5,090","320","6.7","198,035","994,455,355","4,725","5,190","4,720","101,127,437,940","0.01","19,867,866",,,
1237,053590,한국테크놀로지,"1,200","-40","-3.2","2,163,793","2,595,778,840","1,240","1,245","1,180","101,049,144,000","0.01","84,207,620",,,
1238,115440,우리넷,"11,050","450","4.2","684,663","7,511,573,050","10,700","11,150","10,650","100,963,231,200","0.01","9,136,944",,,
1239,109610,에스와이,"4,025","-20","-0.5","54,683","219,991,270","4,015","4,080","3,985","100,751,715,050","0.01","25,031,482",,,
1240,003650,미창석유,"57,900","400","0.7","778","44,986,900","57,800","58,200","57,600","100,727,008,800","0.01","1,739,672",,,
1241,069540,라이트론,"5,420","0","0.0","0","0","0","0","0","100,561,449,660","0.01","18,553,773",,,
1242,067830,세이브존I&C,"2,450","50","2.1","73,969","180,135,715","2,395","2,465","2,360","100,550,192,750","0.01","41,040,895",,,
1243,303030,지니틱스,"2,835","45","1.6","499,156","1,414,172,100","2,810","2,880","2,805","100,253,634,390","0.01","35,362,834",,,
1244,073570,WI,"1,375","5","0.4","291,670","402,681,635","1,385","1,405","1,360","100,229,471,375","0.01","72,894,161",,,
1245,043200,파루,"2,595","70","2.8","941,745","2,442,601,430","2,535","2,625","2,530","100,183,574,265","0.01","38,606,387",,,
1246,200880,서연이화,"3,705","105","2.9","719,360","2,717,298,475","3,600","3,885","3,600","100,140,359,085","0.01","27,028,437",,,
1247,043340,에쎈테크,"1,390","10","0.7","586,236","811,035,535","1,390","1,400","1,370","100,080,000,000","0.01","72,000,000",,,
1248,010820,퍼스텍,"2,140","-65","-3.0","1,201,823","2,600,496,350","2,210","2,220","2,125","100,076,757,600","0.01","46,764,840",,,
1249,208640,썸에이지,"801","51","6.8","1,549,681","1,229,906,599","752","815","736","100,062,306,531","0.01","124,921,731",,,
1250,194480,데브시스터즈,"8,930","180","2.1","13,630","119,788,120","8,750","8,970","8,630","100,055,024,100","0.01","11,204,370",,,
1251,088910,동우팜투테이블,"3,870","-10","-0.3","418,503","1,614,457,580","3,885","3,915","3,820","99,968,926,680","0.01","25,831,764",,,
1252,022220,정산애강,"1,930","30","1.6","2,332,746","4,503,619,680","1,900","1,980","1,880","99,963,537,470","0.01","51,794,579",,,
1253,001470,삼부토건,"726","9","1.3","781,163","567,342,250","719","733","719","99,858,663,168","0.01","137,546,368",,,
1254,210540,디와이파워,"9,040","140","1.6","79,127","715,038,610","8,860","9,130","8,860","99,817,040,320","0.01","11,041,708",,,
1255,118000,우리들휴브레인,"2,780","120","4.5","1,012,417","2,742,919,505","2,650","2,780","2,630","99,811,182,340","0.01","35,903,303",,,
1256,225330,씨엠에스에듀,"5,350","-60","-1.1","203,197","1,085,329,130","5,450","5,450","5,300","99,695,259,800","0.01","18,634,628",,,
1257,016880,웅진,"1,255","35","2.9","206,732","257,541,415","1,230","1,265","1,220","99,619,804,150","0.01","79,378,330",,,
1258,225190,삼양옵틱스,"9,840","-100","-1.0","51,831","510,697,810","9,940","9,970","9,800","99,285,600,000","0.01","10,090,000",,,
1259,040420,정상제이엘에스,"6,330","10","0.2","37,332","234,715,740","6,280","6,340","6,250","99,238,904,160","0.01","15,677,552",,,
1260,246710,티앤알바이오팹,"11,850","0","0.0","125,913","1,508,250,700","11,900","12,400","11,750","99,192,084,000","0.01","8,370,640",,,
1261,069110,코스온,"5,300","10","0.2","36,851","194,252,650","5,260","5,360","5,210","99,094,953,300","0.01","18,697,161",,,
1262,007860,서연,"4,220","345","8.9","10,837,472","49,708,874,155","4,160","4,950","4,160","99,084,941,680","0.01","23,479,844",,,
1263,120240,대정화금,"13,900","100","0.7","38,653","537,150,000","13,900","14,000","13,750","98,695,434,900","0.01","7,100,391",,,
1264,290740,액트로,"9,780","420","4.5","113,727","1,092,682,660","9,380","9,800","9,330","98,435,807,580","0.01","10,065,011",,,
1265,003100,선광,"14,900","200","1.4","7,340","109,085,550","14,700","15,100","14,550","98,340,000,000","0.01","6,600,000",,,
1266,050760,에스폴리텍,"6,010","60","1.0","619,874","3,725,808,850","5,900","6,160","5,890","98,171,414,780","0.01","16,334,678",,,
1267,080220,제주반도체,"3,150","125","4.1","617,807","1,928,024,620","3,050","3,170","3,040","98,043,939,000","0.01","31,125,060",,,
1268,045060,오공,"5,770","-50","-0.9","384,663","2,225,470,380","5,780","5,840","5,720","97,755,189,980","0.01","16,941,974",,,
1269,120030,조선선재,"77,700","-200","-0.3","300","23,316,600","77,900","78,900","77,400","97,719,482,700","0.01","1,257,651",,,
1270,000910,유니온,"6,250","-170","-2.6","1,624,220","9,916,151,000","6,160","6,250","6,030","97,572,618,750","0.01","15,611,619",,,
1271,012200,계양전기,"2,990","100","3.5","1,618,311","4,916,310,805","2,900","3,055","2,900","97,474,000,000","0.01","32,600,000",,,
1272,006050,국영지앤엠,"2,790","15","0.5","1,548,035","4,307,584,965","2,770","2,815","2,750","97,357,727,970","0.01","34,895,243",,,
1273,060370,KT서브마린,"4,440","130","3.0","353,290","1,556,707,155","4,305","4,465","4,305","97,236,000,000","0.01","21,900,000",,,
1274,036260,이매진아시아,"2,220","0","0.0","0","0","0","0","0","97,187,539,620","0.01","43,778,171",,,
1275,008600,윌비스,"1,500","100","7.1","4,007,487","5,914,270,125","1,400","1,510","1,400","97,078,924,500","0.01","64,719,283",,,
1276,060560,홈센타홀딩스,"1,140","-5","-0.4","160,958","182,268,155","1,125","1,150","1,125","97,028,839,380","0.01","85,113,017",,,
1277,018700,바른손,"3,290","40","1.2","329,118","1,077,825,555","3,250","3,330","3,240","96,961,192,230","0.01","29,471,487",,,
1278,299910,베스파,"12,000","0","0.0","13,398","160,827,050","11,900","12,200","11,900","96,860,256,000","0.01","8,071,688",,,
1279,257370,명성티엔에스,"15,200","150","1.0","146,975","2,240,058,500","15,050","15,500","15,050","96,824,000,000","0.01","6,370,000",,,
1280,180060,탑선,"11,900","-100","-0.8","9,519","108,171,600","11,800","11,900","11,000","96,469,325,400","0.01","8,106,666",,,
1281,080720,한국유니온제약,"16,300","200","1.2","160,986","2,626,221,150","16,250","16,600","16,050","96,230,766,400","0.01","5,903,728",,,
1282,056080,유진로봇,"2,565","135","5.6","510,995","1,306,175,145","2,475","2,605","2,450","96,218,669,880","0.01","37,512,152",,,
1283,047770,코데즈컴바인,"2,540","90","3.7","5,604,174","15,258,480,905","2,795","2,880","2,540","96,120,209,080","0.01","37,842,602",,,
1284,069510,에스텍,"8,800","60","0.7","18,373","160,966,750","8,720","8,900","8,680","96,008,000,000","0.01","10,910,000",,,
1285,114450,KPX생명과학,"6,370","50","0.8","85,620","547,944,780","6,380","6,480","6,310","95,550,000,000","0.01","15,000,000",,,
1286,252500,세화피앤씨,"4,600","350","8.2","1,999,390","9,425,831,075","4,320","5,020","4,270","95,418,697,000","0.01","20,743,195",,,
1287,092220,KEC,"817","15","1.9","3,664,868","3,089,613,432","802","890","802","95,349,569,980","0.01","116,706,940",,,
1288,010100,한국프랜지,"3,130","-155","-4.7","4,787,082","15,136,562,740","3,270","3,325","3,060","95,309,814,600","0.01","30,450,420",,,
1289,025620,제이준코스메틱,"2,825","60","2.2","209,371","588,282,085","2,795","2,830","2,765","95,192,587,075","0.01","33,696,491",,,
1290,033540,파라텍,"5,600","110","2.0","350,241","1,964,709,560","5,490","5,770","5,400","95,108,664,000","0.01","16,983,690",,,
1291,053350,이니텍,"4,795","90","1.9","48,293","228,989,155","4,815","4,845","4,610","94,897,442,220","0.01","19,790,916",,,
1292,093190,빅솔론,"4,930","-65","-1.3","16,947","83,454,770","5,000","5,000","4,895","94,847,801,650","0.01","19,238,905",,,
1293,263800,데이타솔루션,"6,010","410","7.3","1,394,152","8,350,215,440","5,660","6,190","5,660","94,769,165,800","0.01","15,768,580",,,
1294,185490,아이진,"8,240","150","1.8","121,133","995,875,340","8,190","8,380","8,050","94,665,693,200","0.01","11,488,555",,,
1295,033100,제룡전기,"5,890","20","0.3","93,197","548,994,090","5,940","5,940","5,850","94,607,589,010","0.01","16,062,409",,,
1296,054210,이랜텍,"4,300","120","2.9","336,379","1,437,075,390","4,220","4,390","4,185","94,537,357,600","0.01","21,985,432",,,
1297,017040,광명전기,"2,180","-10","-0.5","414,716","912,232,120","2,210","2,235","2,180","94,476,000,700","0.01","43,337,615",,,
1298,001045,CJ우,"41,750","50","0.1","5,784","242,533,700","41,650","42,300","41,650","94,364,310,250","0.01","2,260,223",,,
1299,010040,한국내화,"4,125","-290","-6.6","1,468,410","6,092,035,970","4,275","4,315","4,060","94,312,482,000","0.01","22,863,632",,,
1300,014200,광림,"1,780","5","0.3","235,673","418,809,340","1,760","1,790","1,755","94,201,576,520","0.01","52,922,234",,,
1301,092440,기신정기,"3,225","0","0.0","19,086","62,152,560","3,225","3,300","3,215","94,170,000,000","0.01","29,200,000",,,
1302,206400,엔터메이트,"1,130","-15","-1.3","1,912,237","2,180,573,370","1,145","1,170","1,110","94,145,514,950","0.01","83,314,615",,,
1303,066130,하츠,"7,350","150","2.1","940,889","6,884,574,590","7,270","7,460","7,180","94,080,000,000","0.01","12,800,000",,,
1304,038340,UCI,"2,840","10","0.4","63,169","176,591,685","2,830","2,880","2,770","94,047,795,640","0.01","33,115,421",,,
1305,094360,칩스앤미디어,"9,750","310","3.3","375,149","3,631,515,900","9,450","9,920","9,450","93,993,071,250","0.01","9,640,315",,,
1306,338100,NH프라임리츠,"4,995","-5","-0.1","53,809","267,750,055","4,990","4,995","4,920","93,206,700,000","0.01","18,660,000",,,
1307,040160,누리텔레콤,"7,730","490","6.8","877,169","6,544,038,950","7,290","7,730","7,120","93,189,285,550","0.01","12,055,535",,,
1308,073110,엘엠에스,"10,450","350","3.5","81,361","851,128,100","10,200","10,600","10,100","92,960,639,750","0.01","8,895,755",,,
1309,031820,콤텍시스템,"1,370","15","1.1","1,071,927","1,470,279,080","1,360","1,390","1,360","92,956,508,420","0.01","67,851,466",,,
1310,049520,유아이엘,"4,260","-10","-0.2","21,915","93,420,895","4,290","4,290","4,245","92,803,827,360","0.01","21,784,936",,,
1311,192250,케이사인,"1,435","15","1.1","1,100,931","1,569,883,390","1,425","1,440","1,410","92,803,253,795","0.01","64,671,257",,,
1312,044960,이글벳,"7,330","130","1.8","1,049,990","7,705,628,030","7,210","7,480","7,160","92,665,002,390","0.01","12,641,883",,,
1313,019440,세아특수강,"10,800","-350","-3.1","30,768","334,531,550","11,150","11,150","10,750","92,556,000,000","0.01","8,570,000",,,
1314,126340,비나텍,"21,750","600","2.8","3,233","69,613,150","21,150","21,800","21,150","92,509,275,000","0.01","4,253,300",,,
1315,002600,조흥,"153,500","3,500","2.3","25","3,843,500","156,000","156,000","151,500","92,100,000,000","0.01","600,000",,,
1316,053280,예스24,"5,350","-90","-1.6","82,409","438,288,560","5,470","5,470","5,280","92,020,000,000","0.01","17,200,000",,,
1317,034300,신세계건설,"23,000","-300","-1.3","24,131","556,923,900","23,300","23,700","22,850","92,000,000,000","0.01","4,000,000",,,
1318,078890,가온미디어,"6,100","40","0.7","152,400","929,354,720","6,100","6,140","6,050","91,953,187,300","0.01","15,074,293",,,
1319,226340,본느,"2,995","90","3.1","1,340,562","4,060,239,655","2,880","3,110","2,880","91,945,290,020","0.01","30,699,596",,,
1320,064800,젬백스링크,"1,190","45","3.9","934,086","1,109,918,660","1,140","1,210","1,140","91,889,994,770","0.01","77,218,483",,,
1321,033230,인성정보,"4,505","95","2.2","461,815","2,057,306,335","4,360","4,530","4,360","91,788,501,030","0.01","20,374,806",,,
1322,005190,동성화학,"17,200","200","1.2","8,786","150,379,400","16,800","17,300","16,800","91,771,700,800","0.01","5,335,564",,,
1323,038460,바이오스마트,"4,580","0","0.0","148,987","681,669,450","4,640","4,670","4,520","91,666,840,520","0.01","20,014,594",,,
1324,009440,KC그린홀딩스,"4,085","50","1.2","557,717","2,277,630,365","4,005","4,255","3,935","91,646,893,300","0.01","22,434,980",,,
1325,227840,현대코퍼레이션홀딩스,"10,050","60","0.6","27,936","279,657,010","9,970","10,100","9,960","91,463,401,800","0.01","9,100,836",,,
1326,274090,켄코아에어로스페이스,"10,150","-750","-6.9","4,044,976","48,154,488,000","13,000","13,850","10,000","91,449,794,800","0.01","9,009,832",,,
1327,054920,한컴위드,"3,240","120","3.8","360,487","1,158,174,305","3,150","3,255","3,100","91,423,342,440","0.01","28,217,081",,,
1328,009300,삼아제약,"14,350","100","0.7","9,972","142,809,800","14,100","14,400","14,100","91,409,500,000","0.01","6,370,000",,,
1329,170790,파이오링크,"13,300","300","2.3","77,111","1,011,096,150","13,000","13,350","12,800","91,189,189,000","0.01","6,856,330",,,
1330,117670,알파홀딩스,"5,080","95","1.9","257,092","1,311,158,080","4,990","5,170","4,990","90,843,785,800","0.01","17,882,635",,,
